Date_commande,ID_produit,Quantite
2024-06-29,P006,61
2024-07-02,P006,138
2024-07-04,P006,117
2024-07-06,P006,71
2024-07-09,P006,140
2024-07-11,P006,119
2024-07-13,P006,75
2024-07-16,P006,124
2024-07-18,P006,88
2024-07-20,P006,62
2024-07-23,P006,113
2024-07-25,P006,92
2024-07-27,P006,61
2024-07-30,P006,100
2024-08-01,P006,94
2024-08-03,P006,63
2024-08-06,P006,166
2024-08-08,P006,85
2024-08-10,P006,59
2024-08-13,P006,101
2024-08-15,P006,99
2024-08-17,P006,62
2024-08-20,P006,91
2024-08-22,P006,116
2024-08-24,P006,58
2024-08-27,P006,93
2024-08-29,P006,85
2024-08-31,P006,47
2024-09-03,P006,130
2024-09-05,P006,145
2024-09-07,P006,83
2024-09-10,P006,98
2024-09-12,P006,82
2024-09-14,P006,46
2024-09-17,P006,79
2024-09-19,P006,101
2024-09-21,P006,41
2024-09-24,P006,87
2024-09-26,P006,74
2024-09-28,P006,56
2024-10-01,P006,81
2024-10-03,P006,86
2024-10-05,P006,52
2024-10-07,P006,88
2024-10-10,P006,78
2024-10-12,P006,42
2024-10-14,P006,58
2024-10-17,P006,65
2024-10-19,P006,45
2024-10-21,P006,88
2024-10-24,P006,87
2024-10-26,P006,45
2024-10-28,P006,81
2024-10-31,P006,70
2024-11-02,P006,35
2024-11-04,P006,87
2024-11-07,P006,54
2024-11-09,P006,30
2024-11-11,P006,70
2024-11-14,P006,64
2024-11-16,P006,38
2024-11-18,P006,77
2024-11-21,P006,63
2024-11-23,P006,31
2024-11-25,P006,130
2024-11-28,P006,126
2024-11-30,P006,33
2024-12-02,P006,102
2024-12-05,P006,75
2024-12-07,P006,47
2024-12-09,P006,89
2024-12-12,P006,64
2024-12-14,P006,51
2024-12-16,P006,78
2024-12-19,P006,59
2024-12-21,P006,47
2024-12-23,P006,89
2024-12-26,P006,59
2024-12-28,P006,71
2024-12-30,P006,67
2025-01-02,P006,56
2025-01-04,P006,31
2025-01-06,P006,70
2025-01-09,P006,61
2025-01-11,P006,37
2025-01-13,P006,75
2025-01-16,P006,82
2025-01-18,P006,48
2025-01-20,P006,95
2025-01-23,P006,106
2025-01-25,P006,45
2025-01-27,P006,52
2025-01-30,P006,58
2025-02-01,P006,30
2025-02-03,P006,85
2025-02-06,P006,64
2025-02-08,P006,39
2025-02-10,P006,61
2025-02-13,P006,61
2025-02-15,P006,32
2025-02-17,P006,90
2025-02-20,P006,72
2025-02-22,P006,38
2025-02-24,P006,67
2025-02-27,P006,45
2025-03-01,P006,32
2025-03-03,P006,87
2025-03-06,P006,73
2025-03-08,P006,42
2025-03-10,P006,89
2025-03-13,P006,71
2025-03-15,P006,50
2025-03-17,P006,67
2025-03-20,P006,82
2025-03-22,P006,56
2025-03-24,P006,86
2025-03-27,P006,82
2025-03-29,P006,42
2025-03-31,P006,88
2025-04-03,P006,84
2025-04-05,P006,57
2025-04-07,P006,83
2025-04-10,P006,87
2025-04-12,P006,50
2025-04-14,P006,84
2025-04-17,P006,92
2025-04-19,P006,60
2025-04-21,P006,93
2025-04-24,P006,89
2025-04-26,P006,54
2025-04-28,P006,100
2025-05-01,P006,88
2025-05-03,P006,55
2025-05-05,P006,116
2025-05-08,P006,90
2025-05-10,P006,65
2025-05-12,P006,107
2025-05-15,P006,97
2025-05-17,P006,60
2025-05-19,P006,101
2025-05-22,P006,102
2025-05-24,P006,74
2025-05-26,P006,100
2025-05-28,P006,98
2025-05-31,P006,56
2025-06-02,P006,124
2025-06-04,P006,136
2025-06-07,P006,71
2025-06-09,P006,99
2025-06-11,P006,120
2025-06-14,P006,55
2025-06-16,P006,111
2025-06-18,P006,122
2025-06-21,P006,52
2025-06-23,P006,102
2025-06-25,P006,112
2025-06-28,P006,50
2025-06-30,P006,105
2025-07-02,P006,160
2025-07-05,P006,74
2025-07-07,P006,145
2025-07-09,P006,152
2025-07-12,P006,67
2025-07-14,P006,127
2025-07-16,P006,129
2025-07-19,P006,52
2025-07-21,P006,103
2025-07-23,P006,121
2025-07-26,P006,67
2025-07-28,P006,123
2025-07-30,P006,114
2025-08-02,P006,66
2025-08-04,P006,103
2025-08-06,P006,124
2025-08-09,P006,58
2025-08-11,P006,112
2025-08-13,P006,106
2025-08-16,P006,49
2025-08-18,P006,116
2025-08-20,P006,109
2025-08-23,P006,69
2025-08-25,P006,96
2025-08-27,P006,102
2025-08-30,P006,58
2025-09-01,P006,165
2025-09-03,P006,201
2025-09-06,P006,94
2025-09-08,P006,155
2025-09-10,P006,74
2025-09-13,P006,49
2025-09-15,P006,83
2025-09-17,P006,87
2025-09-20,P006,62
2025-09-22,P006,81
2025-09-24,P006,87
2025-09-27,P006,57
2025-09-29,P006,95
2025-10-01,P006,84
2025-10-04,P006,60
2025-10-06,P006,97
2025-10-08,P006,87
2025-10-11,P006,51
2025-10-13,P006,84
2025-10-15,P006,84
2025-10-18,P006,34
2025-10-20,P006,84
2025-10-22,P006,100
2025-10-25,P006,38
2025-10-27,P006,70
2025-10-29,P006,85
2025-11-01,P006,48
2025-11-03,P006,83
2025-11-05,P006,104
2025-11-08,P006,40
2025-11-10,P006,66
2025-11-12,P006,77
2025-11-15,P006,44
2025-11-17,P006,74
2025-11-19,P006,90
2025-11-22,P006,40
2025-11-24,P006,146
2025-11-26,P006,138
2025-11-29,P006,64
2025-12-01,P006,87
2025-12-03,P006,98
2025-12-06,P006,49
2025-12-08,P006,75
2025-12-10,P006,93
2025-12-13,P006,44
2024-06-22,P007,244
2024-06-25,P007,397
2024-06-27,P007,583
2024-06-29,P007,250
2024-07-02,P007,574
2024-07-04,P007,526
2024-07-06,P007,270
2024-07-09,P007,542
2024-07-11,P007,350
2024-07-13,P007,154
2024-07-16,P007,185
2024-07-18,P007,256
2024-07-20,P007,111
2024-07-23,P007,234
2024-07-25,P007,238
2024-07-27,P007,139
2024-07-30,P007,270
2024-08-01,P007,221
2024-08-03,P007,112
2024-08-06,P007,219
2024-08-08,P007,206
2024-08-10,P007,139
2024-08-13,P007,242
2024-08-15,P007,240
2024-08-17,P007,113
2024-08-20,P007,211
2024-08-22,P007,195
2024-08-24,P007,158
2024-08-27,P007,383
2024-08-29,P007,323
2024-08-31,P007,194
2024-09-03,P007,634
2024-09-05,P007,584
2024-09-07,P007,254
2024-09-10,P007,298
2024-09-12,P007,268
2024-09-14,P007,181
2024-09-17,P007,405
2024-09-19,P007,311
2024-09-21,P007,220
2024-09-24,P007,366
2024-09-26,P007,365
2024-09-28,P007,156
2024-10-01,P007,308
2024-10-03,P007,310
2024-10-05,P007,141
2024-10-07,P007,377
2024-10-10,P007,251
2024-10-12,P007,210
2024-10-14,P007,249
2024-10-17,P007,358
2024-10-19,P007,182
2024-10-21,P007,254
2024-10-24,P007,237
2024-10-26,P007,166
2024-10-28,P007,255
2024-10-31,P007,220
2024-11-02,P007,159
2024-11-04,P007,301
2024-11-07,P007,258
2024-11-09,P007,160
2024-11-11,P007,304
2024-11-14,P007,249
2024-11-16,P007,135
2024-11-18,P007,267
2024-11-21,P007,264
2024-11-23,P007,170
2024-11-25,P007,644
2024-11-28,P007,452
2024-11-30,P007,149
2024-12-02,P007,443
2024-12-05,P007,426
2024-12-07,P007,260
2024-12-09,P007,454
2024-12-12,P007,309
2024-12-14,P007,278
2024-12-16,P007,519
2024-12-19,P007,349
2024-12-21,P007,265
2024-12-23,P007,416
2024-12-26,P007,552
2024-12-28,P007,293
2024-12-30,P007,519
2025-01-02,P007,205
2025-01-04,P007,148
2025-01-06,P007,305
2025-01-09,P007,252
2025-01-11,P007,270
2025-01-13,P007,446
2025-01-16,P007,435
2025-01-18,P007,214
2025-01-20,P007,433
2025-01-23,P007,466
2025-01-25,P007,119
2025-01-27,P007,295
2025-01-30,P007,268
2025-02-01,P007,88
2025-02-03,P007,274
2025-02-06,P007,307
2025-02-08,P007,170
2025-02-10,P007,193
2025-02-13,P007,212
2025-02-15,P007,91
2025-02-17,P007,245
2025-02-20,P007,170
2025-02-22,P007,119
2025-02-24,P007,224
2025-02-27,P007,294
2025-03-01,P007,118
2025-03-03,P007,299
2025-03-06,P007,315
2025-03-08,P007,231
2025-03-10,P007,398
2025-03-13,P007,345
2025-03-15,P007,202
2025-03-17,P007,343
2025-03-20,P007,262
2025-03-22,P007,187
2025-03-24,P007,398
2025-03-27,P007,259
2025-03-29,P007,198
2025-03-31,P007,340
2025-04-03,P007,332
2025-04-05,P007,184
2025-04-07,P007,415
2025-04-10,P007,393
2025-04-12,P007,184
2025-04-14,P007,495
2025-04-17,P007,285
2025-04-19,P007,129
2025-04-21,P007,304
2025-04-24,P007,279
2025-04-26,P007,133
2025-04-28,P007,246
2025-05-01,P007,323
2025-05-03,P007,237
2025-05-05,P007,411
2025-05-08,P007,376
2025-05-10,P007,219
2025-05-12,P007,369
2025-05-15,P007,432
2025-05-17,P007,206
2025-05-19,P007,419
2025-05-22,P007,410
2025-05-24,P007,238
2025-05-26,P007,413
2025-05-28,P007,446
2025-05-31,P007,267
2025-06-02,P007,482
2025-06-04,P007,425
2025-06-07,P007,250
2025-06-09,P007,510
2025-06-11,P007,526
2025-06-14,P007,238
2025-06-16,P007,493
2025-06-18,P007,456
2025-06-21,P007,233
2025-06-23,P007,410
2025-06-25,P007,506
2025-06-28,P007,220
2025-06-30,P007,519
2025-07-02,P007,233
2025-07-05,P007,355
2025-07-07,P007,661
2025-07-09,P007,615
2025-07-12,P007,187
2025-07-14,P007,369
2025-07-16,P007,254
2025-07-19,P007,124
2025-07-21,P007,267
2025-07-23,P007,278
2025-07-26,P007,118
2025-07-28,P007,290
2025-07-30,P007,256
2025-08-02,P007,163
2025-08-04,P007,274
2025-08-06,P007,237
2025-08-09,P007,40
2025-08-11,P007,259
2025-08-13,P007,211
2025-08-16,P007,160
2025-08-18,P007,290
2025-08-20,P007,219
2025-08-23,P007,179
2025-08-25,P007,489
2025-08-27,P007,462
2025-08-30,P007,220
2025-09-01,P007,596
2025-09-03,P007,624
2025-09-06,P007,375
2025-09-08,P007,196
2025-09-10,P007,398
2025-09-13,P007,246
2025-09-15,P007,373
2025-09-17,P007,455
2025-09-20,P007,197
2025-09-22,P007,391
2025-09-24,P007,401
2025-09-27,P007,291
2025-09-29,P007,364
2025-10-01,P007,423
2025-10-04,P007,159
2025-10-06,P007,441
2025-10-08,P007,389
2025-10-11,P007,195
2025-10-13,P007,406
2025-10-15,P007,399
2025-10-18,P007,173
2025-10-20,P007,290
2025-10-22,P007,219
2025-10-25,P007,134
2025-10-27,P007,321
2025-10-29,P007,277
2025-11-01,P007,138
2025-11-03,P007,319
2025-11-05,P007,392
2025-11-08,P007,165
2025-11-10,P007,340
2025-11-12,P007,360
2025-11-15,P007,235
2025-11-17,P007,386
2025-11-19,P007,296
2025-11-22,P007,233
2025-11-24,P007,653
2025-11-26,P007,594
2025-11-29,P007,270
2025-12-01,P007,555
2025-12-03,P007,542
2025-12-06,P007,329
2025-12-08,P007,739
2025-12-10,P007,584
2025-12-13,P007,315
